pattern_id,feature,condition,support_count,support_pct,true_count,false_count,true_rate,false_rate,base_true_rate,lift_TRUE,lift_FALSE,purity,direction,z_score,approx_p_value,confidence,log_odds_ratio_vs_rest,abs_log_odds_ratio
char_entropy__lte_p10__AND__hapax_token_ratio__eq_0,char_entropy + hapax_token_ratio,(char_entropy <= p10 (4.04045)) AND (hapax_token_ratio == 0),185,0.03775510204081633,7,178,0.03783783783783784,0.9621621621621622,0.2857142857142857,0.13243243243243244,1.347027027027027,0.9621621621621622,FALSE,-7.463098407353197,8.451117947522827e-14,0.9999999999999155,-2.3007866370120316,2.3007866370120316
char_entropy__lte_p10__AND__hapax_token_ratio__lte_p10,char_entropy + hapax_token_ratio,(char_entropy <= p10 (4.04045)) AND (hapax_token_ratio <= p10 (0)),185,0.03775510204081633,7,178,0.03783783783783784,0.9621621621621622,0.2857142857142857,0.13243243243243244,1.347027027027027,0.9621621621621622,FALSE,-7.463098407353197,8.451117947522827e-14,0.9999999999999155,-2.3007866370120316,2.3007866370120316
char_entropy__lte_p10__AND__hapax_token_ratio__lte_p05,char_entropy + hapax_token_ratio,(char_entropy <= p10 (4.04045)) AND (hapax_token_ratio <= p05 (0)),185,0.03775510204081633,7,178,0.03783783783783784,0.9621621621621622,0.2857142857142857,0.13243243243243244,1.347027027027027,0.9621621621621622,FALSE,-7.463098407353197,8.451117947522827e-14,0.9999999999999155,-2.3007866370120316,2.3007866370120316
char_length__lte_p05__AND__token_entropy__lte_p10,char_length + token_entropy,(char_length <= p05 (71)) AND (token_entropy <= p10 (3.66388)),208,0.04244897959183674,8,200,0.038461538461538464,0.9615384615384616,0.2857142857142857,0.13461538461538464,1.3461538461538463,0.9615384615384616,FALSE,-7.893522173763262,2.937753422249959e-15,0.9999999999999971,-2.297774803922967,2.297774803922967
byte_length__lte_p10__AND__token_entropy__lte_p10,byte_length + token_entropy,(byte_length <= p10 (81)) AND (token_entropy <= p10 (3.66388)),297,0.06061224489795918,12,285,0.04040404040404041,0.9595959595959596,0.2857142857142857,0.14141414141414144,1.3434343434343434,0.9595959595959596,FALSE,-9.358192003574064,8.111274282089503e-21,1.0,-2.288754545959746,2.288754545959746
char_length__lte_p05__AND__compression_ratio__gte_p90,char_length + compression_ratio,(char_length <= p05 (71)) AND (compression_ratio >= p90 (0.987179)),228,0.04653061224489796,9,219,0.039473684210526314,0.9605263157894737,0.2857142857142857,0.13815789473684212,1.344736842105263,0.9605263157894737,FALSE,-8.230479297931815,1.8646582989219993e-16,0.9999999999999998,-2.282142100960899,2.282142100960899
rare_token_ratio__lte_p10__AND__stopword_ratio__gte_p95,rare_token_ratio + stopword_ratio,(rare_token_ratio <= p10 (0)) AND (stopword_ratio >= p95 (0.5625)),86,0.017551020408163264,3,83,0.03488372093023256,0.9651162790697675,0.2857142857142857,0.12209302325581396,1.3511627906976744,0.9651162790697675,FALSE,-5.149057263002074,2.617989537335693e-07,0.9999997382010463,-2.2778592997925915,2.2778592997925915
rare_token_ratio__eq_0__AND__stopword_ratio__gte_p95,rare_token_ratio + stopword_ratio,(rare_token_ratio == 0) AND (stopword_ratio >= p95 (0.5625)),86,0.017551020408163264,3,83,0.03488372093023256,0.9651162790697675,0.2857142857142857,0.12209302325581396,1.3511627906976744,0.9651162790697675,FALSE,-5.149057263002074,2.617989537335693e-07,0.9999997382010463,-2.2778592997925915,2.2778592997925915
rare_token_ratio__lte_p05__AND__stopword_ratio__gte_p95,rare_token_ratio + stopword_ratio,(rare_token_ratio <= p05 (0)) AND (stopword_ratio >= p95 (0.5625)),86,0.017551020408163264,3,83,0.03488372093023256,0.9651162790697675,0.2857142857142857,0.12209302325581396,1.3511627906976744,0.9651162790697675,FALSE,-5.149057263002074,2.617989537335693e-07,0.9999997382010463,-2.2778592997925915,2.2778592997925915
hapax_token_ratio__eq_0__AND__max_repeated_char_run__lte_p05,hapax_token_ratio + max_repeated_char_run,(hapax_token_ratio == 0) AND (max_repeated_char_run <= p05 (1)),134,0.027346938775510202,5,129,0.03731343283582089,0.9626865671641791,0.2857142857142857,0.13059701492537312,1.3477611940298506,0.9626865671641791,FALSE,-6.3650749488499825,1.9519439782116923e-10,0.9999999998048056,-2.2768278137029077,2.2768278137029077
hapax_token_ratio__lte_p10__AND__max_repeated_char_run__lte_p05,hapax_token_ratio + max_repeated_char_run,(hapax_token_ratio <= p10 (0)) AND (max_repeated_char_run <= p05 (1)),134,0.027346938775510202,5,129,0.03731343283582089,0.9626865671641791,0.2857142857142857,0.13059701492537312,1.3477611940298506,0.9626865671641791,FALSE,-6.3650749488499825,1.9519439782116923e-10,0.9999999998048056,-2.2768278137029077,2.2768278137029077
hapax_token_ratio__lte_p05__AND__max_repeated_char_run__lte_p05,hapax_token_ratio + max_repeated_char_run,(hapax_token_ratio <= p05 (0)) AND (max_repeated_char_run <= p05 (1)),134,0.027346938775510202,5,129,0.03731343283582089,0.9626865671641791,0.2857142857142857,0.13059701492537312,1.3477611940298506,0.9626865671641791,FALSE,-6.3650749488499825,1.9519439782116923e-10,0.9999999998048056,-2.2768278137029077,2.2768278137029077
"char_length__lte_p10__AND__token_entropy__quantile_(-0.001,3.875]",char_length + token_entropy,"(char_length <= p10 (81)) AND (token_entropy in quantile bin (-0.001, 3.875])",461,0.09408163265306123,20,441,0.04338394793926247,0.9566160520607375,0.2857142857142857,0.15184381778741865,1.3392624728850324,0.9566160520607375,FALSE,-11.517448801624763,1.0775428708691905e-30,1.0,-2.273947382367266,2.273947382367266
byte_length__lte_p05__AND__token_entropy__lte_p10,byte_length + token_entropy,(byte_length <= p05 (71)) AND (token_entropy <= p10 (3.66388)),203,0.041428571428571426,8,195,0.03940886699507389,0.9605911330049262,0.2857142857142857,0.13793103448275862,1.3448275862068966,0.9605911330049262,FALSE,-7.768193328323316,7.961348533547146e-15,0.999999999999992,-2.2710071609569558,2.2710071609569558
char_length__lte_p05__AND__raw_token_count__lte_p10,char_length + raw_token_count,(char_length <= p05 (71)) AND (raw_token_count <= p10 (13)),224,0.045714285714285714,9,215,0.04017857142857143,0.9598214285714286,0.2857142857142857,0.14062500000000003,1.34375,0.9598214285714286,FALSE,-8.134609701761972,4.132676011052798e-16,0.9999999999999996,-2.2625325655653303,2.2625325655653303
char_length__lte_p10__AND__rare_token_ratio__lte_p10,char_length + rare_token_ratio,(char_length <= p10 (81)) AND (rare_token_ratio <= p10 (0)),108,0.022040816326530613,4,104,0.037037037037037035,0.9629629629629629,0.2857142857142857,0.12962962962962962,1.348148148148148,0.9629629629629629,FALSE,-5.720657822831734,1.0611240911208048e-08,0.9999999893887591,-2.2563332913824663,2.2563332913824663
char_length__lte_p10__AND__rare_token_ratio__eq_0,char_length + rare_token_ratio,(char_length <= p10 (81)) AND (rare_token_ratio == 0),108,0.022040816326530613,4,104,0.037037037037037035,0.9629629629629629,0.2857142857142857,0.12962962962962962,1.348148148148148,0.9629629629629629,FALSE,-5.720657822831734,1.0611240911208048e-08,0.9999999893887591,-2.2563332913824663,2.2563332913824663
char_length__lte_p10__AND__rare_token_ratio__lte_p05,char_length + rare_token_ratio,(char_length <= p10 (81)) AND (rare_token_ratio <= p05 (0)),108,0.022040816326530613,4,104,0.037037037037037035,0.9629629629629629,0.2857142857142857,0.12962962962962962,1.348148148148148,0.9629629629629629,FALSE,-5.720657822831734,1.0611240911208048e-08,0.9999999893887591,-2.2563332913824663,2.2563332913824663
word_count__lte_p10__AND__rare_token_ratio__lte_p10,word_count + rare_token_ratio,(word_count <= p10 (14)) AND (rare_token_ratio <= p10 (0)),108,0.022040816326530613,4,104,0.037037037037037035,0.9629629629629629,0.2857142857142857,0.12962962962962962,1.348148148148148,0.9629629629629629,FALSE,-5.720657822831734,1.0611240911208048e-08,0.9999999893887591,-2.2563332913824663,2.2563332913824663
word_count__lte_p10__AND__rare_token_ratio__eq_0,word_count + rare_token_ratio,(word_count <= p10 (14)) AND (rare_token_ratio == 0),108,0.022040816326530613,4,104,0.037037037037037035,0.9629629629629629,0.2857142857142857,0.12962962962962962,1.348148148148148,0.9629629629629629,FALSE,-5.720657822831734,1.0611240911208048e-08,0.9999999893887591,-2.2563332913824663,2.2563332913824663
word_count__lte_p10__AND__rare_token_ratio__lte_p05,word_count + rare_token_ratio,(word_count <= p10 (14)) AND (rare_token_ratio <= p05 (0)),108,0.022040816326530613,4,104,0.037037037037037035,0.9629629629629629,0.2857142857142857,0.12962962962962962,1.348148148148148,0.9629629629629629,FALSE,-5.720657822831734,1.0611240911208048e-08,0.9999999893887591,-2.2563332913824663,2.2563332913824663
rare_token_ratio__lte_p10__AND__max_word_length__lte_p10,rare_token_ratio + max_word_length,(rare_token_ratio <= p10 (0)) AND (max_word_length <= p10 (8)),154,0.03142857142857143,6,148,0.03896103896103896,0.961038961038961,0.2857142857142857,0.13636363636363638,1.3454545454545455,0.961038961038961,FALSE,-6.778307646120419,1.2159172134109542e-11,0.9999999999878408,-2.251612373252873,2.251612373252873
rare_token_ratio__eq_0__AND__max_word_length__lte_p10,rare_token_ratio + max_word_length,(rare_token_ratio == 0) AND (max_word_length <= p10 (8)),154,0.03142857142857143,6,148,0.03896103896103896,0.961038961038961,0.2857142857142857,0.13636363636363638,1.3454545454545455,0.961038961038961,FALSE,-6.778307646120419,1.2159172134109542e-11,0.9999999999878408,-2.251612373252873,2.251612373252873
rare_token_ratio__lte_p05__AND__max_word_length__lte_p10,rare_token_ratio + max_word_length,(rare_token_ratio <= p05 (0)) AND (max_word_length <= p10 (8)),154,0.03142857142857143,6,148,0.03896103896103896,0.961038961038961,0.2857142857142857,0.13636363636363638,1.3454545454545455,0.961038961038961,FALSE,-6.778307646120419,1.2159172134109542e-11,0.9999999999878408,-2.251612373252873,2.251612373252873
byte_length__lte_p05__AND__compression_ratio__gte_p90,byte_length + compression_ratio,(byte_length <= p05 (71)) AND (compression_ratio >= p90 (0.987179)),220,0.044897959183673466,9,211,0.04090909090909091,0.9590909090909091,0.2857142857142857,0.1431818181818182,1.3427272727272728,0.9590909090909091,FALSE,-8.037667006606513,9.156505528591787e-16,0.9999999999999991,-2.24257992431973,2.24257992431973
"byte_length__quantile_(15.999,96.0]__AND__compression_ratio__quantile_(0.918,1.5]",byte_length + compression_ratio,"(byte_length in quantile bin (15.999, 96.0]) AND (compression_ratio in quantile bin (0.918, 1.5])",783,0.15979591836734694,39,744,0.04980842911877394,0.9501915708812261,0.2857142857142857,0.1743295019157088,1.3302681992337164,0.9501915708812261,FALSE,-14.612268503028464,2.3457528551630732e-48,1.0,-2.2310374543010636,2.2310374543010636
"token_entropy__quantile_(-0.001,3.875]__AND__char_entropy__quantile_(1.745,4.097]",token_entropy + char_entropy,"(token_entropy in quantile bin (-0.001, 3.875]) AND (char_entropy in quantile bin (1.745, 4.097])",302,0.061632653061224486,13,289,0.04304635761589404,0.956953642384106,0.2857142857142857,0.15066225165562913,1.3397350993377484,0.956953642384106,FALSE,-9.33499078629071,1.0100003510714997e-20,1.0,-2.2262310604914086,2.2262310604914086
"word_count__quantile_(16.0,20.0]__AND__max_word_length__lte_p10",word_count + max_word_length,"(word_count in quantile bin (16.0, 20.0]) AND (max_word_length <= p10 (8))",150,0.030612244897959183,6,144,0.04,0.96,0.2857142857142857,0.14,1.3439999999999999,0.96,FALSE,-6.661531355476756,2.7098896680796677e-11,0.9999999999729011,-2.223114494339633,2.223114494339633
byte_length__lte_p05__AND__raw_token_count__lte_p10,byte_length + raw_token_count,(byte_length <= p05 (71)) AND (raw_token_count <= p10 (13)),216,0.044081632653061226,9,207,0.041666666666666664,0.9583333333333334,0.2857142857142857,0.14583333333333334,1.3416666666666668,0.9583333333333334,FALSE,-7.939615859725205,2.0280837102022542e-15,0.999999999999998,-2.2222710139494555,2.2222710139494555
"byte_length__quantile_(15.999,96.0]__AND__word_count__lte_p10",byte_length + word_count,"(byte_length in quantile bin (15.999, 96.0]) AND (word_count <= p10 (14))",589,0.12020408163265306,28,561,0.04753820033955857,0.9524617996604414,0.2857142857142857,0.166383701188455,1.333446519524618,0.9524617996604414,FALSE,-12.795399215600403,1.7395623201542686e-37,1.0,-2.219102082445269,2.219102082445269
byte_length__lte_p10__AND__rare_token_ratio__lte_p10,byte_length + rare_token_ratio,(byte_length <= p10 (81)) AND (rare_token_ratio <= p10 (0)),104,0.02122448979591837,4,100,0.038461538461538464,0.9615384615384616,0.2857142857142857,0.13461538461538464,1.3461538461538463,0.9615384615384616,FALSE,-5.58156305651438,2.3836660246448045e-08,0.9999999761633398,-2.2161269574923943,2.2161269574923943
byte_length__lte_p10__AND__rare_token_ratio__eq_0,byte_length + rare_token_ratio,(byte_length <= p10 (81)) AND (rare_token_ratio == 0),104,0.02122448979591837,4,100,0.038461538461538464,0.9615384615384616,0.2857142857142857,0.13461538461538464,1.3461538461538463,0.9615384615384616,FALSE,-5.58156305651438,2.3836660246448045e-08,0.9999999761633398,-2.2161269574923943,2.2161269574923943
byte_length__lte_p10__AND__rare_token_ratio__lte_p05,byte_length + rare_token_ratio,(byte_length <= p10 (81)) AND (rare_token_ratio <= p05 (0)),104,0.02122448979591837,4,100,0.038461538461538464,0.9615384615384616,0.2857142857142857,0.13461538461538464,1.3461538461538463,0.9615384615384616,FALSE,-5.58156305651438,2.3836660246448045e-08,0.9999999761633398,-2.2161269574923943,2.2161269574923943
byte_length__lte_p10__AND__word_count__lte_p10,byte_length + word_count,(byte_length <= p10 (81)) AND (word_count <= p10 (14)),400,0.08163265306122448,18,382,0.045,0.955,0.2857142857142857,0.1575,1.337,0.955,FALSE,-10.656875714767438,1.619465984473599e-26,1.0,-2.215499258612624,2.215499258612624
"raw_token_count__quantile_(16.0,20.0]__AND__max_word_length__lte_p10",raw_token_count + max_word_length,"(raw_token_count in quantile bin (16.0, 20.0]) AND (max_word_length <= p10 (8))",148,0.030204081632653063,6,142,0.04054054054054054,0.9594594594594594,0.2857142857142857,0.1418918918918919,1.343243243243243,0.9594594594594594,FALSE,-6.602415610357461,4.0451155254556505e-11,0.9999999999595488,-2.2085813051677383,2.2085813051677383
"char_length__quantile_(15.999,96.0]__AND__compression_ratio__quantile_(0.918,1.5]",char_length + compression_ratio,"(char_length in quantile bin (15.999, 96.0]) AND (compression_ratio in quantile bin (0.918, 1.5])",797,0.1626530612244898,41,756,0.05144291091593475,0.9485570890840652,0.2857142857142857,0.18005018820577165,1.3279799247176913,0.9485570890840652,FALSE,-14.640180354183185,1.556547912543705e-48,1.0,-2.2005271820743393,2.2005271820743393
"char_length__quantile_(15.999,96.0]__AND__word_count__lte_p10",char_length + word_count,"(char_length in quantile bin (15.999, 96.0]) AND (word_count <= p10 (14))",592,0.12081632653061225,29,563,0.048986486486486486,0.9510135135135135,0.2857142857142857,0.17145270270270271,1.331418918918919,0.9510135135135135,FALSE,-12.749940381418641,3.119837577929416e-37,1.0,-2.1881232220593003,2.1881232220593003
char_length__lte_p05__AND__word_count__lte_p05,char_length + word_count,(char_length <= p05 (71)) AND (word_count <= p05 (12)),186,0.037959183673469385,8,178,0.043010752688172046,0.956989247311828,0.2857142857142857,0.15053763440860218,1.3397849462365592,0.956989247311828,FALSE,-7.327074553010657,2.3523098098875836e-13,0.9999999999997647,-2.1749056189374616,2.1749056189374616
"raw_token_count__quantile_(0.999,16.0]__AND__max_word_length__lte_p05",raw_token_count + max_word_length,"(raw_token_count in quantile bin (0.999, 16.0]) AND (max_word_length <= p05 (7))",142,0.028979591836734694,6,136,0.04225352112676056,0.9577464788732394,0.2857142857142857,0.14788732394366197,1.3408450704225352,0.9577464788732394,FALSE,-6.422013198454731,1.3448375882153934e-10,0.9999999998655162,-2.163779002162594,2.163779002162594
char_length__lte_p10__AND__token_entropy__lte_p10,char_length + token_entropy,(char_length <= p10 (81)) AND (token_entropy <= p10 (3.66388)),304,0.062040816326530614,14,290,0.046052631578947366,0.9539473684210527,0.2857142857142857,0.1611842105263158,1.3355263157894737,0.9539473684210527,FALSE,-9.249822188902648,2.2486643397708843e-20,1.0,-2.157810824687167,2.157810824687167
char_length__lte_p10__AND__max_word_length__lte_p05,char_length + max_word_length,(char_length <= p10 (81)) AND (max_word_length <= p05 (7)),141,0.028775510204081634,6,135,0.0425531914893617,0.9574468085106383,0.2857142857142857,0.14893617021276595,1.3404255319148937,0.9574468085106383,FALSE,-6.391483695495689,1.6428380201247601e-10,0.9999999998357162,-2.15612885103494,2.15612885103494
byte_length__lte_p05__AND__word_count__lte_p05,byte_length + word_count,(byte_length <= p05 (71)) AND (word_count <= p05 (12)),181,0.03693877551020408,8,173,0.04419889502762431,0.9558011049723757,0.2857142857142857,0.15469613259668508,1.338121546961326,0.9558011049723757,FALSE,-7.192537569250707,6.359805925210834e-13,0.9999999999993641,-2.1449908574228154,2.1449908574228154
char_length__lte_p10__AND__word_count__lte_p10,char_length + word_count,(char_length <= p10 (81)) AND (word_count <= p10 (14)),410,0.0836734693877551,20,390,0.04878048780487805,0.9512195121951219,0.2857142857142857,0.17073170731707318,1.3317073170731706,0.9512195121951219,FALSE,-10.619815808425212,2.410362534919769e-26,1.0,-2.1346653505505127,2.1346653505505127
char_length__lte_p05__AND__raw_token_count__lte_p05,char_length + raw_token_count,(char_length <= p05 (71)) AND (raw_token_count <= p05 (12)),198,0.04040816326530612,9,189,0.045454545454545456,0.9545454545454546,0.2857142857142857,0.15909090909090912,1.3363636363636364,0.9545454545454546,FALSE,-7.483618473341987,7.230366196393097e-14,0.9999999999999277,-2.1260782689568973,2.1260782689568973
byte_length__lte_p10__AND__max_word_length__lte_p05,byte_length + max_word_length,(byte_length <= p10 (81)) AND (max_word_length <= p05 (7)),136,0.027755102040816326,6,130,0.04411764705882353,0.9558823529411765,0.2857142857142857,0.15441176470588236,1.3382352941176472,0.9558823529411765,FALSE,-6.236750662286364,4.4675320514010976e-10,0.9999999995532468,-2.1170458766352067,2.1170458766352067
"raw_token_count__quantile_(0.999,16.0]__AND__word_count__lte_p10",raw_token_count + word_count,"(raw_token_count in quantile bin (0.999, 16.0]) AND (word_count <= p10 (14))",640,0.1306122448979592,34,606,0.053125,0.946875,0.2857142857142857,0.1859375,1.325625,0.946875,FALSE,-13.024999999999997,8.820108368267138e-39,1.0,-2.116185746195854,2.116185746195854
"raw_token_count__quantile_(0.999,16.0]__AND__token_entropy__quantile_(-0.001,3.875]",raw_token_count + token_entropy,"(raw_token_count in quantile bin (0.999, 16.0]) AND (token_entropy in quantile bin (-0.001, 3.875])",864,0.1763265306122449,49,815,0.056712962962962965,0.9432870370370371,0.2857142857142857,0.19849537037037038,1.3206018518518519,0.9432870370370371,FALSE,-14.900227595825756,3.2845874834698443e-50,1.0,-2.1151769088574124,2.1151769088574124
byte_length__lte_p10__AND__raw_token_count__lte_p10,byte_length + raw_token_count,(byte_length <= p10 (81)) AND (raw_token_count <= p10 (13)),348,0.07102040816326531,17,331,0.04885057471264368,0.9511494252873564,0.2857142857142857,0.1709770114942529,1.3316091954022988,0.9511494252873564,FALSE,-9.781066039730188,1.3577285511445935e-22,1.0,-2.112469602199208,2.112469602199208
"max_repeated_char_run__lte_p05__AND__word_count__quantile_(16.0,20.0]",max_repeated_char_run + word_count,"(max_repeated_char_run <= p05 (1)) AND (word_count in quantile bin (16.0, 20.0])",93,0.018979591836734692,4,89,0.043010752688172046,0.956989247311828,0.2857142857142857,0.15053763440860218,1.3397849462365592,0.956989247311828,FALSE,-5.181024102693228,2.2067097253272738e-07,0.9999997793290275,-2.0969782576342886,2.0969782576342886
byte_length__lte_p10__AND__word_count__lte_p05,byte_length + word_count,(byte_length <= p10 (81)) AND (word_count <= p05 (12)),250,0.05102040816326531,12,238,0.048,0.952,0.2857142857142857,0.168,1.3328,0.952,FALSE,-8.32,8.796331252464759e-17,0.9999999999999999,-2.0943709211360457,2.0943709211360457
"byte_length__quantile_(15.999,96.0]__AND__token_entropy__lte_p10",byte_length + token_entropy,"(byte_length in quantile bin (15.999, 96.0]) AND (token_entropy <= p10 (3.66388))",396,0.08081632653061224,20,376,0.050505050505050504,0.9494949494949495,0.2857142857142857,0.17676767676767677,1.3292929292929292,0.9494949494949495,FALSE,-10.360960136468771,3.731968353871112e-25,1.0,-2.0936646430966586,2.0936646430966586
byte_length__lte_p10__AND__compression_ratio__gte_p90,byte_length + compression_ratio,(byte_length <= p10 (81)) AND (compression_ratio >= p90 (0.987179)),360,0.07346938775510205,18,342,0.05,0.95,0.2857142857142857,0.17500000000000002,1.3299999999999998,0.95,FALSE,-9.9,4.162750438986456e-23,1.0,-2.0922971486757356,2.0922971486757356
"word_count__quantile_(-0.001,16.0]__AND__token_entropy__quantile_(3.875,4.17]",word_count + token_entropy,"(word_count in quantile bin (-0.001, 16.0]) AND (token_entropy in quantile bin (3.875, 4.17])",266,0.054285714285714284,13,253,0.04887218045112782,0.9511278195488722,0.2857142857142857,0.17105263157894737,1.331578947368421,0.9511278195488722,FALSE,-8.55062324598253,1.2242562904932273e-17,1.0,-2.082292234662689,2.082292234662689
byte_length__lte_p05__AND__raw_token_count__lte_p05,byte_length + raw_token_count,(byte_length <= p05 (71)) AND (raw_token_count <= p05 (12)),190,0.03877551020408163,9,181,0.04736842105263158,0.9526315789473684,0.2857142857142857,0.16578947368421054,1.3336842105263158,0.9526315789473684,FALSE,-7.272478763696808,3.529500838689037e-13,0.9999999999996471,-2.080531987905142,2.080531987905142
"token_entropy__quantile_(3.875,4.17]__AND__max_repeated_char_run__lte_p05",token_entropy + max_repeated_char_run,"(token_entropy in quantile bin (3.875, 4.17]) AND (max_repeated_char_run <= p05 (1))",111,0.022653061224489797,5,106,0.04504504504504504,0.954954954954955,0.2857142857142857,0.15765765765765766,1.3369369369369368,0.954954954954955,FALSE,-5.61280710550466,1.990704724065076e-08,0.9999999800929528,-2.07449319214573,2.07449319214573
char_length__lte_p05__AND__compression_ratio__gte_p95,char_length + compression_ratio,(char_length <= p05 (71)) AND (compression_ratio >= p95 (1.04225)),188,0.03836734693877551,9,179,0.047872340425531915,0.9521276595744681,0.2857142857142857,0.1675531914893617,1.3329787234042554,0.9521276595744681,FALSE,-7.2188067028260265,5.2445739915195e-13,0.9999999999994755,-2.068849223182488,2.068849223182488
"word_count__lte_p10__AND__token_entropy__quantile_(-0.001,3.875]",word_count + token_entropy,"(word_count <= p10 (14)) AND (token_entropy in quantile bin (-0.001, 3.875])",645,0.13163265306122449,36,609,0.05581395348837209,0.9441860465116279,0.2857142857142857,0.19534883720930232,1.3218604651162789,0.9441860465116279,FALSE,-12.92461146013097,3.269440235062993e-38,1.0,-2.064339350883001,2.064339350883001
"char_length__quantile_(15.999,96.0]__AND__token_entropy__lte_p10",char_length + token_entropy,"(char_length in quantile bin (15.999, 96.0]) AND (token_entropy <= p10 (3.66388))",401,0.08183673469387755,21,380,0.05236907730673317,0.9476309226932669,0.2857142857142857,0.1832917705735661,1.3266832917705735,0.9476309226932669,FALSE,-10.343537985373418,4.476973007344234e-25,1.0,-2.0571611114513666,2.0571611114513666
"word_count__quantile_(-0.001,16.0]__AND__token_entropy__quantile_(-0.001,3.875]",word_count + token_entropy,"(word_count in quantile bin (-0.001, 16.0]) AND (token_entropy in quantile bin (-0.001, 3.875])",863,0.17612244897959184,52,811,0.06025492468134415,0.9397450753186558,0.2857142857142857,0.21089223638470453,1.3156431054461182,0.9397450753186558,FALSE,-14.661273983143705,1.1411161199716885e-48,1.0,-2.0477087782235555,2.0477087782235555
"byte_length__quantile_(15.999,96.0]__AND__raw_token_count__lte_p10",byte_length + raw_token_count,"(byte_length in quantile bin (15.999, 96.0]) AND (raw_token_count <= p10 (13))",479,0.09775510204081633,26,453,0.054279749478079335,0.9457202505219207,0.2857142857142857,0.1899791231732777,1.3240083507306888,0.9457202505219207,FALSE,-11.21228077081141,3.54927887445671e-29,1.0,-2.043618982812889,2.043618982812889
byte_length__lte_p05__AND__compression_ratio__gte_p95,byte_length + compression_ratio,(byte_length <= p05 (71)) AND (compression_ratio >= p95 (1.04225)),182,0.037142857142857144,9,173,0.04945054945054945,0.9505494505494505,0.2857142857142857,0.17307692307692307,1.3307692307692307,0.9505494505494505,FALSE,-7.0555488256243555,1.7192080124301682e-12,0.9999999999982808,-2.0330468314770975,2.0330468314770975
"token_entropy__quantile_(-0.001,3.875]__AND__max_word_length__lte_p05",token_entropy + max_word_length,"(token_entropy in quantile bin (-0.001, 3.875]) AND (max_word_length <= p05 (7))",144,0.029387755102040815,7,137,0.04861111111111111,0.9513888888888888,0.2857142857142857,0.1701388888888889,1.3319444444444444,0.9513888888888888,FALSE,-6.298203006502021,3.011159920983463e-10,0.999999999698884,-2.0275573660207034,2.0275573660207034
char_length__lte_p10__AND__compression_ratio__gte_p90,char_length + compression_ratio,(char_length <= p10 (81)) AND (compression_ratio >= p90 (0.987179)),374,0.0763265306122449,20,354,0.053475935828877004,0.946524064171123,0.2857142857142857,0.18716577540106952,1.3251336898395722,0.946524064171123,FALSE,-9.941863090549473,2.7366024567882984e-23,1.0,-2.0264384882310407,2.0264384882310407
char_length__lte_p10__AND__raw_token_count__lte_p10,char_length + raw_token_count,(char_length <= p10 (81)) AND (raw_token_count <= p10 (13)),357,0.07285714285714286,19,338,0.05322128851540616,0.9467787114845938,0.2857142857142857,0.18627450980392157,1.3254901960784313,0.9467787114845938,FALSE,-9.7239344897415,2.38388037031169e-22,1.0,-2.025916638110324,2.025916638110324
char_length__lte_p05__AND__max_word_length__lte_p10,char_length + max_word_length,(char_length <= p05 (71)) AND (max_word_length <= p10 (8)),143,0.029183673469387755,7,136,0.04895104895104895,0.951048951048951,0.2857142857142857,0.17132867132867133,1.3314685314685315,0.951048951048951,FALSE,-6.267297741373148,3.6736731897358203e-10,0.9999999996326326,-2.01996079837638,2.01996079837638
compression_ratio__gte_p90__AND__hapax_token_ratio__eq_0,compression_ratio + hapax_token_ratio,(compression_ratio >= p90 (0.987179)) AND (hapax_token_ratio == 0),124,0.025306122448979593,6,118,0.04838709677419355,0.9516129032258065,0.2857142857142857,0.16935483870967744,1.332258064516129,0.9516129032258065,FALSE,-5.850006892744767,4.915526418447079e-09,0.9999999950844736,-2.017031630696195,2.017031630696195
compression_ratio__gte_p90__AND__hapax_token_ratio__lte_p10,compression_ratio + hapax_token_ratio,(compression_ratio >= p90 (0.987179)) AND (hapax_token_ratio <= p10 (0)),124,0.025306122448979593,6,118,0.04838709677419355,0.9516129032258065,0.2857142857142857,0.16935483870967744,1.332258064516129,0.9516129032258065,FALSE,-5.850006892744767,4.915526418447079e-09,0.9999999950844736,-2.017031630696195,2.017031630696195
compression_ratio__gte_p90__AND__hapax_token_ratio__lte_p05,compression_ratio + hapax_token_ratio,(compression_ratio >= p90 (0.987179)) AND (hapax_token_ratio <= p05 (0)),124,0.025306122448979593,6,118,0.04838709677419355,0.9516129032258065,0.2857142857142857,0.16935483870967744,1.332258064516129,0.9516129032258065,FALSE,-5.850006892744767,4.915526418447079e-09,0.9999999950844736,-2.017031630696195,2.017031630696195
"char_length__quantile_(15.999,96.0]__AND__raw_token_count__lte_p10",char_length + raw_token_count,"(char_length in quantile bin (15.999, 96.0]) AND (raw_token_count <= p10 (13))",483,0.09857142857142857,27,456,0.055900621118012424,0.9440993788819876,0.2857142857142857,0.1956521739130435,1.3217391304347825,0.9440993788819876,FALSE,-11.180145445114434,5.100632413414766e-29,1.0,-2.0134282378491974,2.0134282378491974
"token_entropy__quantile_(-0.001,3.875]__AND__char_entropy__lte_p10",token_entropy + char_entropy,"(token_entropy in quantile bin (-0.001, 3.875]) AND (char_entropy <= p10 (4.04045))",196,0.04,10,186,0.05102040816326531,0.9489795918367347,0.2857142857142857,0.17857142857142858,1.3285714285714285,0.9489795918367347,FALSE,-7.273238618387271,3.509695505111007e-13,0.9999999999996491,-2.008412593912966,2.008412593912966
